Order_ID,Order_Date,City,Product_Category,Sales_Channel,Weather,Discount_Pct,Delivery_Time_Min,Order_Value,Customer_Rating,Issue_Type,Repeat_Customer
ORD101269,2025-06-08 15:00:00,Delhi,Pizza,Web,Sunny,30,57,640.3,3.6,None,Yes
ORD101270,2025-06-08 18:00:00,Bengaluru,Dessert,Phone,Rainy,0,40,378.53,2.3,Wrong Item,No
ORD101271,2025-06-08 21:00:00, ,Biryani,App,Sunny,30,69,unknown,1.8,None,No
ORD101272,2025-06-09 00:00:00,Mumbai,South Indian,Phone,Rainy,10,62,684.99,3.7,None,No
ORD101273,2025-06-09 03:00:00,Bengaluru,Dessert,Web,Rainy,15,43,493.42,3.3,None,Yes
ORD101274,2025-06-09 06:00:00,Bengaluru,Pizza,Web,Rainy,15,41,331.39,2.3,None,Yes
ORD101275,2025-06-09 09:00:00,Mumbai,Burger,App,Cloudy,25,32,,3.1,Packaging,Yes
ORD101276,2025-06-09 12:00:00,Pune,Burger,App,Rainy,25,74,517.96,2.0,None,Yes
ORD101277,2025-06-09 15:00:00,Pune,Biryani,Phone,Sunny,30,88,713.61,4.5,None,Yes
ORD101278,2025-06-09 18:00:00,Mumbai,South Indian,App,Cloudy,30,83,423.51,2.3,None,No
ORD101279,2025-06-09 21:00:00,Delhi,South Indian,Phone,Sunny,0,88,295.37,2.0,None,No
ORD101280,2025-06-10 00:00:00,Bengaluru,South Indian,App,Cloudy,20,35,598.49,4.0,Wrong Item,Yes
ORD101281,2025-06-10 03:00:00,Bengaluru,Dessert,Phone,Cloudy,10,38,481.41,1.1,Packaging,Yes
ORD101282,2025-06-10 06:00:00,Delhi,Biryani,Phone,Cloudy,25,17,542.86,2.1,None,Yes
ORD101283,2025-06-10 09:00:00,Pune,South Indian,Phone,Cloudy,10,76,355.45,2.5,None,No
ORD101284,2025-06-10 12:00:00,Chennai,Dessert,Phone,Sunny,0,16,383.43,4.5,Packaging,Yes
ORD101285,2025-06-10 15:00:00,Chennai,Burger,Web,Rainy,25,80,354.6,4.8,None,Yes
ORD101286,2025-06-10 18:00:00,Chennai,Pizza,Phone,Sunny,25,56,539.85,3.9,None,No
ORD101287,2025-06-10 21:00:00,Pune,Dessert,App,Rainy,20,48,388.91,3.0,None,Yes
ORD101288,2025-06-11 00:00:00,Pune,Burger,Web,Sunny,10,56,556.64,N/A,None,No
ORD101289,2025-06-11 03:00:00,Delhi,Burger,Web,Cloudy,10,34,,2.7,None,Yes
ORD101290,2025-06-11 06:00:00,Bengaluru,Pizza,Phone,Cloudy,10,82,539.55,2.2,Missing Item,No
ORD101291,2025-06-11 09:00:00,Delhi,Burger,Web,Rainy,20,59,,4.8,None,Yes
ORD101292,2025-06-11 12:00:00,Delhi,Biryani,Phone,Rainy,25,89,509.68,1.5,None,Yes
ORD101293,2025-06-11 15:00:00,Pune,Pizza,App,Sunny,0,56,615.07,2.4,None,No
ORD101294,2025-06-11 18:00:00,Chennai,Burger,Phone,Rainy,10,61,363.34,4.6,Late Delivery,No
ORD101295,2025-06-11 21:00:00,Hyderabad,Chinese,Web,Sunny,15,19,574.68,3.9,None,Yes
ORD101296,2025-06-12 00:00:00,Bengaluru,Dessert,App,Rainy,20,63,492.0,1.1,None,Yes
ORD101297,2025-06-12 03:00:00,Pune,Burger,Phone,Rainy,5,51,304.25,1.1,None,Yes
ORD101298,2025-06-12 06:00:00,Chennai,Biryani,App,Rainy,0,48,106.73,3.1,Late Delivery,No
ORD101299,2025-06-12 09:00:00, ,South Indian,App,Cloudy,15,87,145.23,2.9,None,Yes
ORD101300,2025-06-12 12:00:00,Hyderabad,Burger,Web,Cloudy,10,84,52.49,2.8,None,No
ORD101301,2025-06-12 15:00:00,Pune,South Indian,App,Sunny,5,32,526.7,2.2,None,Yes
ORD101302,2025-06-12 18:00:00,Mumbai,Chinese,Web,Rainy,0,33,391.54,4.9,None,Yes
ORD101303,2025-06-12 21:00:00,Bengaluru,Burger,App,Sunny,20,54,465.7,2.1,Missing Item,No
ORD101304,2025-06-13 00:00:00,Hyderabad,Pizza,Phone,Rainy,5,31,417.53,3.0,None,Yes
ORD101305,2025-06-13 03:00:00,Pune,South Indian,App,Cloudy,25,74,554.7,2.6,None,No
ORD101306,2025-06-13 06:00:00,Pune,Chinese,Phone,Cloudy,30,56,559.96,1.7,None,Yes
ORD101307,2025-06-13 09:00:00,Chennai,Pizza,Phone,Rainy,5,86,457.72,1.8,None,Yes
ORD101308,2025-06-13 12:00:00,Mumbai,Pizza,App,Rainy,30,79,468.62,4.7,None,Yes
ORD101309,2025-06-13 15:00:00,Bengaluru,Pizza,Phone,Cloudy,15,67,475.81,4.4,Late Delivery,Yes
ORD101310,2025-06-13 18:00:00,Delhi,Pizza,App,Cloudy,0,21,700.52,1.8,None,Yes
ORD101311,2025-06-13 21:00:00,Chennai,Burger,App,Sunny,15,19,89.17,4.5,None,Yes
ORD101312,2025-06-14 00:00:00,Hyderabad,Dessert,Phone,Cloudy,15,38,329.31,1.8,Missing Item,No
ORD101313,2025-06-14 03:00:00,Hyderabad,Burger,Phone,Rainy,10,42,605.75,3.5,None,Yes
ORD101314,2025-06-14 06:00:00,Chennai,Burger,Web,Sunny,20,76,649.42,1.3,None,Yes
ORD101315,2025-06-14 09:00:00,Pune,Chinese,Phone,Rainy,5,31,526.9,4.5,None,Yes
ORD101316,2025-06-14 12:00:00,Hyderabad,Chinese,Web,Sunny,0,34,416.86,1.2,Wrong Item,Yes
ORD101317,2025-06-14 15:00:00,Mumbai,Dessert,Phone,Rainy,25,17,785.08,3.2,None,Yes
ORD101318,2025-06-14 18:00:00,Bengaluru,Chinese,App,Cloudy,20,51,482.01,4.1,None,Yes
ORD101319,2025-06-14 21:00:00,Mumbai,Biryani,Phone,Rainy,20,29,455.54,1.5,None,Yes
ORD101320,2025-06-15 00:00:00,Hyderabad,Dessert,App,Sunny,0,65,689.72,2.6,None,Yes
ORD101321,2025-06-15 03:00:00,Delhi,Chinese,App,Rainy,20,62,535.6,1.2,None,Yes
ORD101322,2025-06-15 06:00:00,Bengaluru,Dessert,App,Sunny,10,22,619.17,3.7,None,No
ORD101323,2025-06-15 09:00:00,Bengaluru,Burger,Web,Rainy,20,27,640.26,2.2,None,No
ORD101324,2025-06-15 12:00:00,Chennai,Burger,Phone,Cloudy,10,62,382.96,3.2,None,Yes
ORD101325,2025-06-15 15:00:00,Chennai,Dessert,App,Cloudy,5,17,768.19,4.7,Packaging,No
ORD101326,2025-06-15 18:00:00,Delhi,Biryani,App,Rainy,5,79,6.82,2.2,None,Yes
ORD101327,2025-06-15 21:00:00,Pune,Biryani,Web,Rainy,15,87,93.66,1.2,None,Yes
ORD101328,2025-06-16 00:00:00,Bengaluru,Dessert,Phone,Rainy,10,45,327.56,3.7,None,No
ORD101329,2025-06-16 03:00:00, ,Chinese,Phone,Sunny,25,40,373.8,4.1,None,No
ORD101330,2025-06-16 06:00:00,Chennai,South Indian,Web,Rainy,5,70,515.27,4.8,None,No
ORD101331,2025-06-16 09:00:00,Chennai,Biryani,Web,Rainy,20,48,325.9,1.6,None,No
ORD101332,2025-06-16 12:00:00,Bengaluru,Pizza,Phone,Sunny,0,23,447.85,2.6,None,Yes
ORD101333,2025-06-16 15:00:00,Mumbai,Burger,Web,Cloudy,0,76,413.07,4.4,None,No
ORD101334,2025-06-16 18:00:00,Hyderabad,Dessert,Phone,Rainy,30,27,810.8,4.2,None,No
ORD101335,2025-06-16 21:00:00,Chennai,Pizza,Phone,Rainy,10,83,305.1,3.5,None,Yes
ORD101336,2025-06-17 00:00:00,Pune,Dessert,App,Cloudy,25,55,unknown,2.1,None,No
ORD101337,2025-06-17 03:00:00,Pune,Burger,App,Cloudy,15,15,651.42,2.1,None,Yes
ORD101338,2025-06-17 06:00:00,Chennai,Burger,Phone,Sunny,20,61,321.49,1.5,None,No
ORD101339,2025-06-17 09:00:00,Mumbai,Biryani,Phone,Rainy,10,18,433.5,4.7,Packaging,Yes
ORD101340,2025-06-17 12:00:00,Mumbai,Biryani,Phone,Rainy,30,77,333.69,1.7,Packaging,Yes
ORD101341,2025-06-17 15:00:00,Delhi,Pizza,Phone,Sunny,0,66,582.69,3.3,None,Yes
ORD101342,2025-06-17 18:00:00,Pune,Dessert,Phone,Cloudy,10,24,202.63,3.3,None,Yes
ORD101343,2025-06-17 21:00:00,Delhi,Burger,Phone,Sunny,20,42,-53.85,2.5,None,No
ORD101344,2025-06-18 00:00:00,Pune,Pizza,Web,Cloudy,25,20,683.23,2.4,None,Yes
ORD101345,2025-06-18 03:00:00,Hyderabad,South Indian,Phone,Sunny,25,41,494.54,3.7,Missing Item,Yes
ORD101346,2025-06-18 06:00:00,Hyderabad,Pizza,Web,Cloudy,5,26,643.08,2.6,None,Yes
ORD101347,2025-06-18 09:00:00,Bengaluru,Chinese,Web,Sunny,20,76,677.2,2.0,None,No
ORD101348,2025-06-18 12:00:00,Delhi,Pizza,Phone,Cloudy,30,66,285.04,2.6,Wrong Item,No
ORD101349,2025-06-18 15:00:00,Chennai,Chinese,Phone,Cloudy,5,62,,4.2,None,No
ORD101350,2025-06-18 18:00:00,Delhi,Chinese,Web,Cloudy,5,81,540.97,4.9,None,No
ORD101351,2025-06-18 21:00:00,Chennai,Chinese,Web,Cloudy,5,60,430.51,3.5,None,Yes
ORD101352,2025-06-19 00:00:00,Mumbai,South Indian,Phone,Cloudy,10,88,393.81,4.1,None,Yes
ORD101353,2025-06-19 03:00:00,Delhi,Pizza,Phone,Rainy,30,29,411.54,3.1,None,Yes
ORD101354,2025-06-19 06:00:00,Mumbai,Pizza,Web,Cloudy,0,85,645.04,3.5,Late Delivery,No
ORD101355,2025-06-19 09:00:00,Hyderabad,South Indian,Web,Rainy,25,50,,5.0,None,No
ORD101356,2025-06-19 12:00:00,Hyderabad,Burger,Web,Cloudy,10,28,558.04,2.8,None,Yes
ORD101357,2025-06-19 15:00:00,Bengaluru,Biryani,App,Rainy,0,17,512.44,1.3,Wrong Item,Yes
ORD101358,2025-06-19 18:00:00,Delhi,Pizza,Web,Rainy,25,81,276.45,4.8,None,Yes
ORD101359,2025-06-19 21:00:00,Mumbai,Biryani,App,Sunny,30,33,504.35,4.2,None,No
ORD101360,2025-06-20 00:00:00,Chennai,Dessert,Phone,Cloudy,30,68,173.04,2.6,None,Yes
ORD101361,2025-06-20 03:00:00,Hyderabad,Dessert,Phone,Sunny,20,83,522.26,4.9,None,No
ORD101362,2025-06-20 06:00:00,Hyderabad,South Indian,Web,Sunny,25,24,610.4,2.4,None,Yes
ORD101363,2025-06-20 09:00:00,Chennai,Dessert,Phone,Cloudy,25,47,651.85,2.5,Wrong Item,Yes
ORD101364,2025-06-20 12:00:00,Mumbai,Dessert,Phone,Sunny,30,27,278.52,3.4,None,No
ORD101365,2025-06-20 15:00:00,Mumbai,Burger,Phone,Cloudy,25,65,353.49,2.1,None,Yes
ORD101366,2025-06-20 18:00:00,Delhi,Burger,Phone,Sunny,15,46,501.13,3.8,None,No
ORD101367,2025-06-20 21:00:00,Delhi,Burger,App,Cloudy,20,89,364.33,1.6,Packaging,Yes
ORD101368,2025-06-21 00:00:00,Pune,Dessert,App,Cloudy,10,38,102.8,1.4,None,Yes
ORD101369,2025-06-21 03:00:00,Pune,South Indian,Web,Cloudy,10,49,352.49,3.1,Packaging,Yes
ORD101370,2025-06-21 06:00:00,Bengaluru,Chinese,Web,Rainy,0,84,500.44,3.2,None,No
ORD101371,2025-06-21 09:00:00,Hyderabad,Chinese,Web,Sunny,10,54,642.16,1.4,Wrong Item,No
ORD101372,2025-06-21 12:00:00,Delhi,Biryani,Phone,Rainy,5,68,754.06,4.9,Wrong Item,Yes
ORD101373,2025-06-21 15:00:00,Mumbai,Chinese,Phone,Sunny,25,-1,unknown,3.3,Late Delivery,Yes
ORD101374,2025-06-21 18:00:00,Chennai,Chinese,App,Sunny,10,76,551.97,N/A,None,Yes
ORD101375,2025-06-21 21:00:00,Mumbai,Burger,App,Sunny,0,82,622.94,N/A,None,Yes
ORD101376,2025-06-22 00:00:00,Hyderabad,Burger,Web,Rainy,0,47,80.9,4.2,None,Yes
ORD101377,2025-06-22 03:00:00,Pune,Dessert,App,Sunny,5,70,266.54,3.1,None,Yes
ORD101378,2025-06-22 06:00:00,Mumbai,Biryani,App,Rainy,0,50,468.46,1.8,Late Delivery,Yes
ORD101379,2025-06-22 09:00:00,Bengaluru,Pizza,App,Cloudy,30,68,730.07,1.4,None,Yes
ORD101380,2025-06-22 12:00:00,Hyderabad,Biryani,App,Sunny,15,33,563.36,2.7,None,Yes
ORD101381,2025-06-22 15:00:00,Pune,Biryani,App,Sunny,30,57,509.35,2.3,None,Yes
ORD101382,2025-06-22 18:00:00,Chennai,South Indian,Web,Cloudy,25,26,408.94,3.6,None,Yes
ORD101383,2025-06-22 21:00:00,Pune,Dessert,Web,Cloudy,25,25,526.82,4.7,None,Yes
ORD101384,2025-06-23 00:00:00,Bengaluru,South Indian,App,Sunny,25,84,342.64,2.0,None,No
ORD101385,2025-06-23 03:00:00,Hyderabad,Biryani,Web,Cloudy,20,26,309.63,4.4,Late Delivery,Yes
ORD101386,2025-06-23 06:00:00,Chennai,Biryani,Phone,Rainy,10,55,325.27,4.7,None,Yes
ORD101387,2025-06-23 09:00:00,Bengaluru,Biryani,App,Rainy,15,39,691.29,4.6,None,Yes
ORD101388,2025-06-23 12:00:00,Pune,Chinese,Phone,Sunny,10,17,,4.8,None,No
ORD101389,2025-06-23 15:00:00,Bengaluru,South Indian,Web,Rainy,15,17,378.22,4.4,Packaging,Yes
ORD101390,2025-06-23 18:00:00,Hyderabad,Biryani,Web,Rainy,10,42,534.78,3.4,None,No
ORD101391,2025-06-23 21:00:00,Delhi,Burger,Phone,Sunny,5,37,291.57,2.6,None,Yes
ORD101392,2025-06-24 00:00:00,Bengaluru,Dessert,Web,Cloudy,30,62,490.71,3.0,None,Yes
ORD101393,2025-06-24 03:00:00,Bengaluru,Dessert,App,Sunny,0,81,490.64,4.5,None,Yes
ORD101394,2025-06-24 06:00:00,Pune,Burger,Phone,Rainy,0,56,337.6,2.2,None,Yes
ORD101395,2025-06-24 09:00:00,Pune,Dessert,App,Sunny,30,54,403.42,1.6,Late Delivery,Yes
ORD101396,2025-06-24 12:00:00,Chennai,Chinese,Phone,Sunny,5,20,280.16,1.6,None,Yes
ORD101397,2025-06-24 15:00:00,Pune,Chinese,Web,Rainy,15,34,698.9,4.3,None,Yes
ORD101398,2025-06-24 18:00:00,Mumbai,Pizza,Phone,Rainy,30,25,496.37,4.0,None,Yes
ORD101399,2025-06-24 21:00:00,Hyderabad,Pizza,Phone,Sunny,20,41,261.24,3.0,None,Yes
ORD101400,2025-06-25 00:00:00,Hyderabad,Pizza,App,Rainy,15,35,472.74,2.1,None,Yes
ORD101401,2025-06-25 03:00:00,Delhi,Dessert,Web,Rainy,0,27,480.89,3.7,Wrong Item,Yes
ORD101402,2025-06-25 06:00:00,Delhi,Chinese,App,Rainy,20,49,46.22,1.2,None,No
ORD101403,2025-06-25 09:00:00,Hyderabad,Chinese,Web,Rainy,10,61,691.28,3.3,None,Yes
ORD101404,2025-06-25 12:00:00,Delhi,Chinese,App,Rainy,20,42,271.87,2.6,None,Yes
ORD101405,2025-06-25 15:00:00,Chennai,Burger,Phone,Rainy,15,35,826.24,4.9,Wrong Item,Yes
ORD101406,2025-06-25 18:00:00,Pune,Chinese,App,Cloudy,5,32,593.15,3.0,None,Yes
ORD101407,2025-06-25 21:00:00,Hyderabad,Burger,Web,Sunny,10,45,247.17,3.2,None,Yes
ORD101408,2025-06-26 00:00:00,Delhi,Pizza,Web,Rainy,15,74,393.43,3.8,None,Yes
ORD101409,2025-06-26 03:00:00,Hyderabad,Pizza,Phone,Sunny,10,51,616.07,2.9,Missing Item,Yes
ORD101410,2025-06-26 06:00:00,Mumbai,Dessert,Web,Cloudy,20,35,407.2,1.9,None,No
ORD101411,2025-06-26 09:00:00,Bengaluru,Pizza,App,Rainy,0,28,662.08,3.1,None,Yes
ORD101412,2025-06-26 12:00:00,Pune,Dessert,Phone,Sunny,15,74,382.31,4.8,Wrong Item,Yes
ORD101413,2025-06-26 15:00:00,Hyderabad,Biryani,Web,Rainy,5,37,unknown,2.6,None,No
ORD101414,2025-06-26 18:00:00,Bengaluru,Biryani,Web,Rainy,30,43,,3.7,None,Yes
ORD101415,2025-06-26 21:00:00,Delhi,South Indian,App,Rainy,20,61,558.61,4.9,None,No
ORD101416,2025-06-27 00:00:00,Bengaluru,Dessert,App,Rainy,15,44,283.46,4.3,None,Yes
ORD101417,2025-06-27 03:00:00,Pune,South Indian,Phone,Rainy,5,-1,528.13,3.6,None,Yes
ORD101418,2025-06-27 06:00:00,Hyderabad,South Indian,Web,Rainy,15,41,480.14,3.9,Missing Item,No
ORD101419,2025-06-27 09:00:00,Mumbai,Biryani,App,Rainy,20,29,285.89,4.7,Late Delivery,No
ORD101420,2025-06-27 12:00:00,Delhi,Dessert,Phone,Cloudy,15,73,199.71,4.8,Late Delivery,No
ORD101421,2025-06-27 15:00:00,Hyderabad,Biryani,Web,Cloudy,10,17,,4.9,None,Yes
ORD101422,2025-06-27 18:00:00,Pune,South Indian,Web,Rainy,20,24,397.0,3.5,None,Yes
ORD101423,2025-06-27 21:00:00,Delhi,Dessert,Phone,Rainy,15,31,440.28,2.5,None,Yes
ORD101424,2025-06-28 00:00:00,Chennai,South Indian,Phone,Cloudy,30,25,540.82,1.5,None,No
ORD101425,2025-06-28 03:00:00,Bengaluru,Chinese,App,Cloudy,0,-1,,2.5,None,Yes
ORD101426,2025-06-28 06:00:00,Pune,Dessert,Web,Cloudy,15,19,375.51,4.8,None,Yes
ORD101427,2025-06-28 09:00:00,Chennai,Dessert,Web,Rainy,10,83,435.05,4.6,None,No
ORD101428,2025-06-28 12:00:00,Hyderabad,South Indian,Web,Sunny,5,78,313.43,3.1,None,No
ORD101429,2025-06-28 15:00:00,Mumbai,Chinese,Phone,Sunny,30,28,465.7,3.1,Missing Item,Yes
ORD101430,2025-06-28 18:00:00,Delhi,Burger,App,Sunny,5,64,624.33,2.2,None,No
ORD101431,2025-06-28 21:00:00,Bengaluru,Biryani,Web,Sunny,30,40,468.21,2.8,None,Yes
ORD101432,2025-06-29 00:00:00,Delhi,South Indian,Phone,Rainy,5,86,659.4,3.9,None,Yes
ORD101433,2025-06-29 03:00:00,Hyderabad,Dessert,Web,Sunny,0,83,621.32,2.6,None,Yes
ORD101434,2025-06-29 06:00:00, ,Biryani,App,Cloudy,10,21,712.39,1.8,None,Yes
ORD101435,2025-06-29 09:00:00,Bengaluru,Biryani,Web,Cloudy,20,30,473.26,3.2,None,No
ORD101436,2025-06-29 12:00:00,Hyderabad,Biryani,App,Sunny,5,69,354.16,1.9,None,No
ORD101437,2025-06-29 15:00:00,Delhi,Burger,App,Cloudy,30,70,561.82,4.9,None,Yes
ORD101438,2025-06-29 18:00:00,Mumbai,Pizza,Web,Rainy,10,18,382.88,2.6,Wrong Item,No
ORD101439,2025-06-29 21:00:00,Pune,South Indian,Web,Sunny,15,62,556.17,4.6,None,Yes
ORD101440,2025-06-30 00:00:00,Hyderabad,Pizza,App,Sunny,0,31,330.7,1.9,None,Yes
ORD101441,2025-06-30 03:00:00,Pune,Pizza,Phone,Rainy,10,50,300.89,1.8,None,Yes
ORD101442,2025-06-30 06:00:00,Hyderabad,Pizza,App,Cloudy,10,84,668.96,3.5,None,No
ORD101443,2025-06-30 09:00:00,Mumbai,Biryani,Web,Rainy,20,52,,4.1,Late Delivery,Yes
ORD101444,2025-06-30 12:00:00,Pune,Chinese,Web,Rainy,10,76,634.0,3.3,None,Yes
ORD101445,2025-06-30 15:00:00,Chennai,Biryani,Phone,Cloudy,20,62,555.49,1.9,None,Yes
ORD101446,2025-06-30 18:00:00,Bengaluru,Biryani,App,Rainy,0,24,466.97,1.2,None,Yes
ORD101447,2025-06-30 21:00:00,Chennai,Dessert,App,Cloudy,0,50,109.32,3.5,Late Delivery,No
ORD101448,2025-07-01 00:00:00,Delhi,Dessert,App,Cloudy,15,43,717.42,1.5,None,Yes
ORD101449,2025-07-01 03:00:00,Mumbai,Pizza,Web,Rainy,20,18,281.73,2.4,Packaging,Yes
ORD101450,2025-07-01 06:00:00,Chennai,Biryani,App,Cloudy,20,58,621.57,3.7,None,No
ORD101451,2025-07-01 09:00:00,Hyderabad,Pizza,Phone,Rainy,5,70,325.63,1.4,Late Delivery,Yes
ORD101452,2025-07-01 12:00:00,Delhi,Dessert,Web,Cloudy,5,56,311.19,1.5,Packaging,No
ORD101453,2025-07-01 15:00:00,Delhi,Chinese,Web,Sunny,15,27,570.35,1.2,None,Yes
ORD101454,2025-07-01 18:00:00,Chennai,South Indian,App,Cloudy,0,60,546.92,5.0,None,Yes
ORD101455,2025-07-01 21:00:00,Chennai,Pizza,Phone,Cloudy,25,47,243.88,2.5,None,No
ORD101456,2025-07-02 00:00:00,Mumbai,Chinese,Web,Rainy,5,35,708.62,4.6,None,Yes
ORD101457,2025-07-02 03:00:00,Bengaluru,South Indian,Web,Cloudy,10,71,412.91,2.2,None,No
ORD101458,2025-07-02 06:00:00,Chennai,Burger,App,Sunny,0,83,462.41,4.0,None,Yes
ORD101459,2025-07-02 09:00:00,Chennai,Pizza,App,Sunny,25,84,396.53,1.9,None,Yes
ORD101460,2025-07-02 12:00:00,Pune,Pizza,Phone,Cloudy,10,81,251.5,3.0,None,No
ORD101461,2025-07-02 15:00:00,Hyderabad,Burger,App,Cloudy,30,62,,4.3,None,Yes
ORD101462,2025-07-02 18:00:00,Pune,Burger,Phone,Sunny,20,47,502.12,N/A,None,Yes
ORD101463,2025-07-02 21:00:00,Pune,Pizza,Web,Rainy,0,50,305.08,4.2,None,No
ORD101464,2025-07-03 00:00:00,Delhi,Burger,Phone,Sunny,30,47,619.94,4.3,Late Delivery,No
ORD101465,2025-07-03 03:00:00,Bengaluru,Biryani,Phone,Sunny,15,45,459.87,1.8,Wrong Item,Yes
ORD101466,2025-07-03 06:00:00,Hyderabad,South Indian,Phone,Cloudy,20,35,463.75,2.9,Packaging,No
ORD101467,2025-07-03 09:00:00,Mumbai,South Indian,Web,Cloudy,20,41,769.77,2.9,None,No
ORD101468,2025-07-03 12:00:00,Mumbai,South Indian,App,Sunny,10,86,160.56,4.6,None,Yes
ORD101469,2025-07-03 15:00:00,Chennai,Biryani,Web,Rainy,30,76,,2.2,None,Yes
ORD101470,2025-07-03 18:00:00,Chennai,Burger,App,Sunny,20,40,unknown,N/A,None,Yes
ORD101471,2025-07-03 21:00:00,Mumbai,Chinese,Phone,Sunny,5,80,515.45,2.8,None,No
ORD101472,2025-07-04 00:00:00,Chennai,Burger,Phone,Rainy,0,26,385.37,N/A,None,No
ORD101473,2025-07-04 03:00:00,Bengaluru,Pizza,Phone,Sunny,5,36,399.68,N/A,Late Delivery,No
ORD101474,2025-07-04 06:00:00,Pune,Dessert,Phone,Sunny,10,31,280.37,N/A,None,No
ORD101475,2025-07-04 09:00:00,Chennai,South Indian,Phone,Cloudy,25,21,749.75,3.8,None,Yes
ORD101476,2025-07-04 12:00:00,Delhi,Burger,App,Rainy,10,82,810.18,3.1,Late Delivery,Yes
ORD101477,2025-07-04 15:00:00,Chennai,Chinese,App,Cloudy,0,51,611.8,4.7,None,Yes
ORD101478,2025-07-04 18:00:00,Hyderabad,Pizza,Phone,Cloudy,20,52,178.69,3.9,None,Yes
ORD101479,2025-07-04 21:00:00,Bengaluru,Biryani,Web,Rainy,30,25,362.36,3.3,None,No
ORD101480,2025-07-05 00:00:00,Hyderabad,Biryani,Web,Rainy,30,15,598.94,4.5,Late Delivery,No
ORD101481,2025-07-05 03:00:00,Hyderabad,Chinese,Phone,Sunny,15,39,441.75,3.7,None,Yes
ORD101482,2025-07-05 06:00:00,Delhi,Pizza,App,Cloudy,10,56,612.4,3.6,None,Yes
ORD101483,2025-07-05 09:00:00,Bengaluru,South Indian,Web,Rainy,0,66,674.61,2.0,None,No
ORD101484,2025-07-05 12:00:00,Bengaluru,Burger,Web,Cloudy,15,38,793.3,2.6,None,Yes
ORD101485,2025-07-05 15:00:00,Bengaluru,Pizza,Web,Cloudy,20,67,,3.7,None,Yes
ORD101486,2025-07-05 18:00:00,Bengaluru,Biryani,Phone,Rainy,25,70,464.63,4.6,None,Yes
ORD101487,2025-07-05 21:00:00,Bengaluru,Chinese,Web,Sunny,10,77,370.66,2.3,None,Yes
ORD101488,2025-07-06 00:00:00,Delhi,Chinese,Web,Cloudy,25,22,89.86,1.9,None,No
ORD101489,2025-07-06 03:00:00,Chennai,Burger,Web,Rainy,0,73,576.29,3.4,None,Yes
ORD101490,2025-07-06 06:00:00,Hyderabad,Chinese,Web,Sunny,25,59,551.42,1.3,None,No
ORD101491,2025-07-06 09:00:00,Bengaluru,Chinese,App,Cloudy,25,41,351.57,3.9,None,Yes
ORD101492,2025-07-06 12:00:00,Chennai,Pizza,Phone,Rainy,0,66,162.35,3.8,None,Yes
ORD101493,2025-07-06 15:00:00,Chennai,South Indian,Phone,Cloudy,0,32,380.86,2.4,None,Yes
ORD101494,2025-07-06 18:00:00,Hyderabad,Burger,App,Rainy,10,30,581.6,4.6,None,Yes
ORD101495,2025-07-06 21:00:00,Delhi,Pizza,App,Rainy,25,80,690.72,3.0,None,Yes
ORD101496,2025-07-07 00:00:00,Mumbai,South Indian,Phone,Cloudy,15,19,321.74,3.6,Packaging,Yes
ORD101497,2025-07-07 03:00:00,Mumbai,Pizza,Web,Cloudy,0,17,649.39,1.8,Wrong Item,Yes
ORD101498,2025-07-07 06:00:00,Chennai,Dessert,Web,Rainy,20,84,562.04,2.7,None,No
ORD101499,2025-07-07 09:00:00,Pune,Pizza,Phone,Sunny,25,21,524.38,4.4,Late Delivery,Yes
ORD101500,2025-07-07 12:00:00,Pune,Chinese,Web,Cloudy,0,64,217.16,1.9,None,Yes
ORD101501,2025-07-07 15:00:00,Hyderabad,South Indian,App,Rainy,15,28,224.98,2.6,Late Delivery,No
ORD101502,2025-07-07 18:00:00,Mumbai,Burger,Web,Rainy,30,52,300.46,2.3,None,Yes
ORD101503,2025-07-07 21:00:00,Chennai,Burger,Web,Sunny,10,61,391.25,1.6,None,No
ORD101504,2025-07-08 00:00:00,Delhi,South Indian,Web,Sunny,25,47,774.13,2.2,None,No
ORD101505,2025-07-08 03:00:00,Mumbai,Chinese,Phone,Sunny,30,57,,N/A,None,No
ORD101506,2025-07-08 06:00:00,Chennai,Biryani,App,Cloudy,0,43,588.83,4.7,None,No
ORD101507,2025-07-08 09:00:00,Chennai,Pizza,Web,Rainy,0,71,366.34,4.0,None,Yes
ORD101508,2025-07-08 12:00:00,Bengaluru,Chinese,Phone,Rainy,20,19,535.09,2.3,None,Yes
ORD101509,2025-07-08 15:00:00,Delhi,Dessert,Web,Rainy,20,74,438.66,4.1,Late Delivery,No
ORD101510,2025-07-08 18:00:00,Bengaluru,South Indian,App,Sunny,25,84,481.86,1.1,None,Yes
ORD101511,2025-07-08 21:00:00,Hyderabad,Pizza,Web,Rainy,30,16,516.53,3.1,None,Yes
ORD101512,2025-07-09 00:00:00,Bengaluru,Burger,App,Cloudy,30,84,405.1,2.0,Wrong Item,No
ORD101513,2025-07-09 03:00:00,Bengaluru,Biryani,Web,Sunny,0,57,517.4,1.5,None,No
ORD101514,2025-07-09 06:00:00,Mumbai,Dessert,App,Sunny,25,18,672.1,4.5,Wrong Item,Yes
ORD101515,2025-07-09 09:00:00, ,Burger,Web,Sunny,0,70,314.26,1.8,None,Yes
ORD101516,2025-07-09 12:00:00,Chennai,South Indian,App,Sunny,20,73,663.46,4.3,None,Yes
